AFG,climate change,million year,capacity resilience,ghg emission,10 785,785 billion,afghanistan national,assumes ghg,change afghanistan,emissions afghanistan,forest rangelands,republic afghanistan,global environmental,maintaining low,needs usd,100 million,eq gg,islamic republic,adaptive capacity,emissions peak
LCA,saint lucia,ggco2 eq,government saint,climate change,emissions reductions,mitigation targets,tco2 eq,lucia medium,programme costs,eq 2030,electricity generation,adaptation financing,change phenomenon,policies legislation,demand electricity,generation transportation,investment costs,preindustrial levels,transportation sectors,development strategic
LIE,reduction target,liechtenstein indc,liechtenstein indcs,liechtenstein reduction,domestic emission,reductions abroad,emission reductions,2030 primary,abroad accounted,accounted liechtenstein,based possibility,commitment internationally,commuters liechtenstein,described art,emissions liechtenstein,given domestic,liechtenstein aims,liechtenstein reserves,liechtenstein smallest,overall commitment
LKA,sri lanka,climate change,ndcs sri,implementation ndcs,loss damage,introduce promote,tourism recreation,sector sri,promote develop,identification vulnerabilities,lanka ndcs,change commission,clinical waste,health hazards,sea level,warsaw international,transport sector,adverse effects,livestock sector,power plants
LSO,climate change,change adaptation,energy meteorology,improvement early,government lesotho,warning reduce,ministry energy,mitigation policy,potential reduction,capacity climate,development partner,sector mitigation,change sectoral,areas lesotho,forestry initiative,gef sgp,initiative landscape,kingdom lesotho,program targets,rehabilitation program
MAR,2030 extension,climate change,extension action,program 2020,000 hectares,afolu actions,planting program,2020 2030,scenario afolu,usd billion,2010 2030,morocco ndc,national strategy,fruit trees,hectares year,2020 planting,afolu 93,date palm,development rangelands,expected reductions
MCO,principality monaco,reference year,percentage reference,international transfer,mechanisms international,achieve emissions,reduction units,emissions principality,use mechanisms,quantified commitment,reduction target,commitment period,year emissions,period kyoto,fluorinated gases,1990 co2,adopting target,albert ii,assuming commitment,declaration target
MDA,republic moldova,climate change,change adaptation,million euros,annual change,change compared,inter annual,adaptation measures,compared 1990,tco2 eq,real gdp,public authorities,action risk,cent ghg,eq lulucf,moldova climate,eq capita,mt co2,cent reduction,level indicators
MDG,republic madagascar,climate change,figure comparison,mtco2 2030,emissions absorptions,emission scenario,agriculture integrated,concerned mitigation,forests mangroves,legend sub,receding shorelines,shown legend,comparison bau,drought periods,bau emission,scenario mitigation,cyclones floods,reference scenario,mitigation scenario,sectors concerned
MDV,actions undertakings,climate change,energy balance,2011 energy,contribution maldives,coral reefs,executing agency,insurance mechanism,adverse impacts,impacts climate,low lying,appropriate policies,24 conditional,actions opportunities,challenges maldives,change ibrahim,commercial port,community develop,emissions maldives,enabled availability
MEX,climate change,indc mexico,black carbon,productive systems,strategic infrastructure,number municipalities,change law,rights approach,2014 2018,increase adaptive,special program,period 2020,adaptive capacity,general climate,human rights,lived climate,2020 2030,metric tons,program climate,short lived
MHL,marshall islands,forthcoming second,climate change,change rmi,indc rmi,rmi considers,rmi forthcoming,rmi government,vision 2018,republic marshall,efficiency improvements,2010 levels,cooking lighting,outer islands,external assistance,national energy,ghg emissions,change policy,2010 forthcoming,2030 view
MKD,republic macedonia,co2 emissions,2005 usd,co2 2005,kg co2,policies measures,fuels combustion,bau scenario,mitigation policies,power plants,mitigation scenario,higher ambition,energy supply,ambition mitigation,climate change,target sectors,green jobs,30 36,macedonian indc,supply buildings
MLI,mitigation scenario,kteq co2,climate change,baseline scenario,2007 2014,conditional mitigation,ghg emissions,unconditional mitigation,2015 2030,kt co2,kilo tonnes,emissions agriculture,cost conditional,land use,ktéq co2,mali climate,mali developed,mali national,mali remains,net balance
MMR,climate change,government myanmar,myanmar requires,master plan,union myanmar,mcca programme,priority level,capacity building,identified actions,implementation plan,environmental conservation,energy master,line ministries,government cabinet,level sector,republic union,development environmental,dry zone,union government,risk reduction
MNE,montenegro intended,indc montenegro,montenegro non,montenegro reserves,strategy montenegro,30 emission,decision cp,following decision,technical conditions,19 decision,dangerous climate,regarding emissions,indc developed,annex country,climate change,process indc,sectors included,fairness equity,indc included,land uses
MNG,state policy,green development,million usd,arable farming,animal husbandry,climate change,policies measures,measures listed,pasture management,bare fallow,indc mongolia,mongolia indc,napcc 2011,pasture carrying,state protected,adaptation goals,forest resource,change napcc,power facilities,reduce forest
MOZ,climate change,south centre,million usd,tropical cyclones,change network,weak capacity,ingc 2015,national monitor,thousand million,world bank,evaluate climate,minimum temperature,saltwater intrusion,drought floods,15 cm,380 km2,adequate considering,change elaborated,change mozambique,economics adaptation
MRT,climate change,eq co2,environment sustainable,billion mro,billion mros,mauritania contribution,co2 rni,cumulative emission,republic mauritania,sectoral focal,2020 2030,proposed mitigation,islamic republic,co2 eq,mt co2,compared projected,cost billion,sustainable development,implementation proposed,period 2020
MUS,republic mauritius,climate change,bio farming,kilometres country,mauritius highly,mauritius limited,mauritius require,risk implement,sids mauritius,disease management,implement disaster,disaster risk,rainfall patterns,integrated pest,mass transportation,pest disease,cleaner energy,management improve,adaptation mitigation,marine terrestrial
MWI,government malawi,million tco2e,climate change,external support,expanded programme,support expanded,agronomic practices,assisted regeneration,co2e capita,multipurpose dams,natural assisted,gg co2,approximately million,sensitive diseases,emissions malawi,greenbelt initiative,growing drought,implementation malawi,malawi current,resilient agronomic
MYS,malaysia plan,rm billion,tenth malaysia,emissions intensity,eleventh malaysia,intensity gdp,national biofuel,water supply,plan 2010,policy 2011,2011 national,2014 malaysia,agro food,biofuel industry,decade surface,drained peatlands,food policy,government malaysia,malaysia spent,malaysia taken
NAM,gg co2,co2 eq,climate change,bau scenario,scenario 2030,5000 ha,afolu sector,ghg bau,measure ghg,implementation indc,potential contribution,36 afolu,contribution different,government namibia,republic namibia,2015 prices,indc activities,different measures,technologies mitigation,2030 time
NER,sf slm,afolu sector,000 ha,niger indc,sustainable land,30 801,801 ggco2e,upscaling good,climate change,smart agriculture,land management,animal husbandry,ghg emissions,assisted natural,climate smart,good practices,bau 2020,change niger,management sf,framework sustainable
NGA,climate change,nigeria indc,policies measures,million tonnes,change nigeria,transportation communications,cost effective,gas flaring,nigeria climate,change encourage,reduction measures,crops livestock,energy infrastructure,measures increase,access emergency,backup systems,communications infrastructure,construction placement,develop diversify,diversify secure
NIU,climate change,high confidence,niue national,niue contribution,niue net,donor funding,grid stability,low confidence,new zealand,renewable energy,2020 partial,2020 yes,2025 turn,aspiration meet,build sustainable,costed donor,future meets,goal strengthened,integrity social,map niserm
NOR,collective delivery,delivery eu,land sector,compared 1990,removals land,emission reduction,2030 compared,ambition level,co2 equivalents,eu member,net removals,eu norway,norway commitment,member states,base year,eu ets,sector accounting,40 2030,mt co2,double counting
NPL,climate change,change nepal,government nepal,environment friendly,local governance,climate adaptation,climate vulnerable,nepal implementing,rural renewable,adaptation resilience,change impacts,vulnerable communities,induced disasters,percent total,renewable energy,community based,friendly local,help climate,nepal initiated,nepal prepared
NRU,loss damage,climate change,republic nauru,management improvements,2015 agreement,2009 nauru,adaptation nauru,change nauru,nauru climate,nauru indc,nauru wishes,nsds 2005,nsds goals,phosphate mining,human capacity,2005 2025,changes ocean,ocean acidification,institutional human,island nations
NZL,new zealand,activity start,forestry land,year continue,start year,accounting forestry,accounted business,agreement new,continue accounted,continue apply,established activity,forests established,mechanisms cooperative,usual reference,zealand forestry,kyoto protocol,land use,2013 ipcc,30 2005,cooperative approaches
OMN,building transfer,transfer technology,marine environment,2030 depicted,depicted following,efforts following,following chart,scarcity desertification,sultanate oman,fund capacity,environment agriculture,provided unfccc,fisheries marine,tropical cyclone,coastal erosion,following areas,water scarcity,period 2020,climate impacts,88714 gg
PAK,pak indc,climate change,sub national,national governments,energy crisis,development benefits,ministry climate,potential included,pakistan climate,coming years,reduction potential,future emissions,increase emissions,mt co2,potential mitigation,percent total,ghg emissions,prevailing energy,abatement cost,strategy policy
PAN,ut cuts,cuts sector,republic panama,climate change,scenario 2050,types renewable,2015 2050,lines action,installed capacity,absorption capacity,ndc republic,reforestation restoration,energy plan,reference scenario,change panama,law march,respect reference,unilateral contribution,plan 2015,purchasing power
PER,climate change,sectors systems,indc adaptation,considers protecting,indc proposal,peruvian indc,peruvian state,plan gender,public investment,communities small,climate agreement,conditioned international,formulation process,vulnerable populations,2010 national,bau projections,national ghg,change ministry,proposed indc,social inclusion
PHL,climate change,climate disaster,philippine indc,development targets,loss damages,framework strategy,mitigation options,targets mitigation,change extreme,change natural,national framework,2009 amended,amended 2012,anchor strategy,creating opportunities,damages climate,events require,function adaptation,implementation philippines,need peak
PLW,republic palau,thousand tco2e,palau indc,palau national,sector palau,policies measures,energy efficiency,energy energy,climate change,88 thousand,approximated 88,audit program,availability partnership,change palau,information palau,palau pleased,partnership finance,plus additional,target palau,use growth
PNG,papua new,new guinea,oil gas,draft snc,gas sector,climate change,including draft,mining oil,reports including,redd activities,implement redd,mitigation contribution,forestry emissions,main urban,adequate predictable,emission level,electricity sector,areas png,available addition,concurrent increase
PRK,dpr korea,climate change,electric power,increase damages,power generating,west sea,environment protection,ghg emission,power stations,domestic resources,law environment,measures dpr,responding climate,mitigation climate,legal policy,medium small,emissions mitigation,international support,ghg emissions,conditional contributions
PRY,2014 2030,development plan,national development,equivalent review,ingei projected,projected base,2030 national,climate change,energy matrix,2000 presented,paraguay country,plan paraguay,republic paraguay,review ingei,plan 2014,percent area,contribution assumes,presented second,target 10,avoid emissions
PSE,000 finance,state palestine,000 000,gaza strip,west bank,finance capacity,finance technology,technology capacity,capacity building,major diseases,palestinian government,diseases related,sanitation food,food prices,related water,israeli occupation,themes sectors,water sanitation,condition infrastructure,domestic food
QAT,state qatar,clean energy,climate change,development qatar,energy renewables,qatar national,article paragraph,economic diversification,national vision,particular article,research development,response measures,according qatar,fourth pillar,gas clean,measures qatar,provisions principles,qatar infrastructure,responsibility environment,sense shared
RUS,russian federation,75 1990,levels year,1990 levels,ghg emissions,boreal forests,limitation ghg,2000 level,70 75,emissions 75,unfccc conference,conference parties,ipcc 2013,land use,climate agreement,year 2020,111 2000,13 contains,172 2000,1cp 20
RWA,rwanda intends,action actions,actions description,growth climate,resilience strategy,rwanda establish,adaptation benefits,reduced ghg,programme action,benefits baseline,description goals,description targets,rwanda implement,targets adaptation,green growth,targets mitigation,climate resilience,climate change,2030 rwanda,agro processing
SAU,saudi arabia,kingdom saudi,economic diversification,mitigation benefits,response measures,export revenues,diversification adaptation,kingdom economy,robust contribution,article paragraph,actions plans,contribution oil,oil export,climate change,impacts response,promote encourage,actions promote,implement measures,130 million,accelerate diversification
SDN,sudan indc,sudan nap,climate change,state level,sudan napa,mw grid,sudan intended,snc 2013,line sudan,river nile,napa 2007,intended contributions,vulnerable communities,grid connected,change sudan,connected applicable,development sudan,empower vulnerable,non climatic,order empower
SEN,climate change,2010 methodology,conditional options,socio economic,power stations,2006 gas,commissioning power,options conditional,stations cumulative,unconditional options,000 usd,projects programs,2016 2035,cumulative total,methodology ipcc,gas concerned,2020 2025,total power,concerned co2,economic systems
SGP,singapore emissions,alternative energy,emissions intensity,singapore developed,singapore national,food supply,2010 prices,aim peaking,efforts singapore,emissions aim,growth singapore,resources singapore,stabilise emissions,peaking 2030,climate change,energy options,emissions gdp,natural gas,green building,11 global
SLB,solomon islands,000 00,el nino,islands government,studies completed,climate change,00 diesel,00 feasibility,closure gold,mineral sector,pv hybrid,april 2014,diesel solar,tco2e annually,western pacific,international assistance,high rainfall,community based,100 200kw,200kw 280
SLE,sierra leone,climate change,indc sierra,nccs ap,leone indc,implementation indc,001 001,emissions sierra,leone supports,mining extractive,extractive sector,change response,protection agency,green growth,monitoring reporting,priority climate,reporting verification,greenhouse gas,2030 largest,agency climate
SLV,el salvador,national finances,climate change,reach national,san salvador,necessary means,2025 el,area san,cop 22,change plan,metropolitan area,established accomplishment,finances established,implementation reach,accomplishment goal,2018 2025,period 2018,national contributions,2015 agreement,means implementation
SMR,san marino,republic san,2015 san,keeping global,applicable parties,sources energy,00052 san,10 km2,19 km2,20 2005,20 intended,20 july,2008 environmental,2010 non,2015 commits,21 january,213 mt,259 gwh,28 km2,32 500
SOM,sub component,charcoal production,federal government,project profile,government somalia,civil war,prosopis juliflora,fanoole dam,sfg department,24 000,el nino,component rehabilitation,000 000,economically important,ministry planning,community level,12 000,solar energy,investment demonstration,prior civil
SRB,republic serbia,billion euros,agriculture hydrology,drought 2012,hydrology forestry,lead changes,river discharges,climate change,floods 2014,period 2000,health biodiversity,2000 2015,20th century,forestry human,2013 kp,climate weather,kp supplement,infectious diseases,guidelines 2006,ghg emission
SSD,south sudan,climate change,sudan aims,expected impacts,policies actions,land use,allowable emissions,contingent availability,government south,iii ensure,options ii,reflect expected,republic south,resources developed,sudan developed,sudan encourage,ministry environment,effects climate,developed countries,local communities
STP,sao tome,tome principe,support capacity,capacity building,240 ktco2eq,mw iii,plant connected,requests technologies,stp requests,support technological,climate change,connected main,consideration country,impacts cc,presidential decree,require external,sink greenhouse,availability financial,gacmo model,implement following
SUR,republic suriname,suriname intends,suriname keen,climate change,change suriname,energy suriname,national team,regard suriname,suriname contribution,suriname national,compatible development,high forest,low deforestation,renewable energy,cover low,forest climate,maintain high,avoided deforestation,global fight,climate resilience
SWZ,swaziland indc,swaziland contribution,contribution swaziland,sector swaziland,climate change,swaziland mitigation,share renewable,sf6 gases,connected renewable,robust national,blend petrol,change swaziland,credible baseline,ecological infrastructure,ethanol blend,inventory credible,trajectory comprehensive,pfcs sf6,hfcs pfcs,identified achieve
SYC,climate change,blue economy,water security,critical infrastructure,energy climate,department risk,economy research,republic seychelles,seychelles strategic,environment energy,public electricity,research institute,risk disaster,science technology,technology innovation,energy security,institute science,longer term,management ministry,change adaptation
TCD,000 000,reference scenario,lake chad,climate change,agriculture livestock,conditional objective,billion cfa,cfa francs,green wall,great green,use forestry,isolated elderly,livestock rearers,reduction 18,republic chad,zone sectors,relating climate,chad basin,displaced persons,gwh year
TGO,carbon lean,climate change,land use,baseline year,national programme,development togo,graduate school,settlements buildings,buildings cities,change forestry,54 billion,energy agriculture,national environmental,employment promotion,lean development,mitigation togo,republic togo,resources merf,togo 2010,togo national
THA,plan 2558,climate change,2015 2036,2558 2579,2579 2015,change thailand,sufficiency economy,developing countries,change master,master plan,adaptation efforts,ambitious plans,early actions,adaptive capacity,2036 environmentally,2558 2593,2593 2015,continue explore,effective coordination,importance global
TJK,republic tajikistan,tajikistan respect,gas emissions,indc republic,new substantial,substantial international,greenhouse gas,respect reduction,climate change,climate adaptation,international funding,power industry,funding technology,reduction greenhouse,issues climate,amounts tons,attracting new,biennial inventory,branches economy,discussion indc
TKM,climate change,change turkmenistan,strategy turkmenistan,turkmenistan climate,gas emissions,greenhouse gas,national strategy,growth energy,carbon intensity,energy resources,ghg emissions,amu darya,emissions turkmenistan,level 2000,gdp ppp,times compared,national action,compared 2000,economic development,energy intensity
TLS,timor leste,climate change,decree law,initial national,gg co2e,oil gas,government timor,potential actions,capacity development,national directorate,national communication,ministry finance,efficient cookstoves,directorate statistics,leste 2014,leste initial,offshore oil,republic timor,statistics ministry,ghg emissions
TON,resilient tonga,climate change,inclusive sustainable,current funding,resilience building,aligned resilient,ha apai,tonga climate,electricity generation,change policy,climate financing,high confidence,3rd party,foreshore protection,fully aligned,goal resilient,tonga 2035,tonga energy,tonga indc,tsdf 2015
TTO,trinidad tobago,government trinidad,hoc model,december 31,generation industry,climate change,31 2030,objective unfccc,emissions sectors,ghg emissions,industrial sectors,000 co2e,accounted total,based bios,carbon reduction,economic module,indc trinidad,levels december,lower economic,quantum emissions
TUN,carbon intensity,cent 2030,renewable energies,energy sector,climate change,national effort,cent compared,compared 2010,investment needs,scenario energy,controlled landfills,sectors fields,2015 2030,30 cent,gas emissions,mitigation plan,period 2015,carbon scenario,greenhouse gas,billion dollars
TUR,circumstances turkey,action plan,landfill sites,national strategy,21 percent,capacity production,cp 16,document 2014,republic turkey,systems strategy,turkey aims,turkey energy,turkey use,2023 action,alternative fuel,gw 2030,managed landfill,change action,fuel savings,percent reduction
TUV,actual output,output approx,outer islands,battery storage,government tuvalu,pv arrays,energy efficiency,efficiency programme,renewable energy,approx 60,bank project,tuvalu indc,renewable electricity,electricity generation,diesel generation,national strategic,diesel fuel,climate change,strategic action,2020 tuvalu
TZA,climate change,intended contributions,republic tanzania,united republic,economic costs,adaptation contributions,term resilience,strategy 2014,adaptive capacity,natural gas,change strategy,promoting sustainable,2012 zanzibar,2030 tanzania,60 billion,capacity enhancing,efforts meet,energy exploring,enhanced use,exploring investing
UGA,tons carbon,equivalent year,dioxide equivalent,climate change,states dollars,million tons,mtco2eq yr,year mtco2eq,united states,policies measures,carbon dioxide,uganda contribution,land use,change policy,costed implementation,government uganda,policy costed,uganda intends,dollars billion,mitigation impact
UKR,2020 dated,cabinet ministries,law ukraine,ministries ukraine,ukraine approval,decree cabinet,mt co2eq,ukraine 2020,ukraine ratification,1990 level,ghg emissions,09 2014,16 09,1678 vіі,2012 42,2014 1678,42 1990,approval concept,change dated,co2eq 1990
URY,intensity regarding,additional specific,relative paragraph,beef production,specific means,mitigation objectives,live weight,climate change,forest plantations,nghgi 2012,emissions intensity,n2o emissions,ar2 gwp100,conditional additional,regarding gdp,ch4 emissions,area year,natural grasslands,beef cattle,cattle raising
USA,united states,act united,air act,states intends,clean air,states environmental,inventory united,protection agency,states greenhouse,2025 target,greenhouse gas,states department,emissions sinks,act 42,agency moving,et seq,independence security,policy act,security act,gas emissions
UZB,republic uzbekistan,aral sea,energy saving,program measures,sea disaster,social sphere,saving technologies,climate change,disaster impacts,mitigation aral,irrigated lands,measures actions,president republic,decree president,economy sectors,introduction energy,cabinet ministers,advanced energy,uzbekistan 2030,uzbekistan pp
VCT,st vincent,vincent grenadines,climate change,cccra st,atlas cccra,caribsave climate,risk atlas,2013 2025,existing vulnerabilities,change risk,economy st,grenadines national,environmental management,national economic,social development,plan 2013,assessment published,government school,grenadines 2010,grenadines forthcoming
VEN,biological diversity,climate change,good living,fight climate,barrio adentro,popular power,socionatural technological,people power,technological risks,integral management,national territory,plan economic,sustainable use,development nation,bolivarian republic,communal councils,oriented good,republic venezuela,socio productive,tco eq
VNM,viet nam,climate change,change adaptation,nam indc,ghg emissions,ghg mitigation,respond climate,red river,million tco2e,change response,adaptation measures,favourable conditions,mechanisms policies,mekong delta,pro actively,river delta,responding climate,adaptation component,socio economic,biodiversity conservation
VUT,climate change,risk reduction,disaster risk,change disaster,energy road,integrated climate,government vanuatu,identified prioritised,vanuatu national,vulnerability multi,adaptation priorities,marine resource,ministry climate,sector impact,strategic priorities,sub sector,community based,income countries,scaling renewable,adaptation disaster
WSM,climate change,development samoa,samoa committed,samoa indc,electricity sub,renewable energy,electricity generation,sector samoa,cyclone evan,projects energy,ghg emissions,energy sector,100 renewable,projects aimed,sub sector,energy projects,target set,100 electricity,2012 2016,electricity renewable
YEM,climate change,induced disaster,yemen indc,climate induced,indc document,change yemen,risks scenarios,disaster risks,political security,mitigation measures,14 percent,18 35,24 18,implementation yemen,risk scenarios,sectors yemen,security situation,situation yemen,yemeni people,studies conducted
ZAF,south africa,trajectory range,africa indc,ppd trajectory,carbon budget,peak plateau,plateau decline,high mitigation,climate change,finance investment,bn median,bn year,low mitigation,median value,warning vulnerability,emissions trajectory,carbon budgets,south african,range south,component indc
ZMB,climate change,infrastructure health,zambia indc,domestic efforts,reduced ghg,substantial international,efforts substantial,implementation zambia,reduced vulnerability,international support,resilience reduced,35 billion,usd 35,adaptation strategic,health systems,charcoal production,activities benefits,contribution zambia,csa sfm,energy wildlife
ZWE,climate change,zimbabwe indc,crop livestock,component zimbabwe,president cabinet,zimbabwe vulnerability,environment water,water climate,hydro power,office president,assessment countries,constitution zimbabwe,agricultural sector,power station,adapted crop,resources irrigation,managing climate,related disaster,socio economic,lack financial
